table_name;column_name;pandas_dtype;row_count;real_null_count;marker_null_count;missing_count;missing_pct;unique_count;effective_unique_count
after_sales_cases_raw;case_id;str;19;0;0;0;0.0;19;19
after_sales_cases_raw;sales_order_id;str;19;0;0;0;0.0;19;19
after_sales_cases_raw;customer_id;str;19;0;0;0;0.0;16;16
after_sales_cases_raw;opened_date;str;19;0;0;0;0.0;19;19
after_sales_cases_raw;closed_date;str;19;0;0;0;0.0;19;19
after_sales_cases_raw;issue_type;str;19;0;0;0;0.0;6;6
after_sales_cases_raw;severity;str;19;0;0;0;0.0;3;3
after_sales_cases_raw;resolution_days;str;19;0;0;0;0.0;9;9
after_sales_cases_raw;csat_score;str;19;0;0;0;0.0;4;4
after_sales_cases_raw;repeat_order_within_90d_flag;str;19;0;0;0;0.0;2;2
after_sales_cases_raw;case_status;str;19;0;0;0;0.0;3;3
business_interventions;intervention_id;str;5;0;0;0;0.0;5;5
business_interventions;effective_date;str;5;0;0;0;0.0;5;5
business_interventions;project;str;5;0;0;0;0.0;3;3
business_interventions;intervention_name;str;5;0;0;0;0.0;5;5
business_interventions;description;str;5;0;0;0;0.0;5;5
business_interventions;target_kpis;str;5;0;0;0;0.0;5;5
business_interventions;measurement_note;str;5;0;0;0;0.0;5;5
customers_raw;customer_id;str;188;0;0;0;0.0;188;188
customers_raw;company_name;str;188;0;0;0;0.0;175;175
customers_raw;tax_id;str;188;5;0;5;26.596;176;175
customers_raw;industry;str;188;0;0;0;0.0;21;21
customers_raw;province;str;188;0;0;0;0.0;19;19
customers_raw;customer_segment;str;188;0;0;0;0.0;4;4
customers_raw;company_size_band;str;188;0;0;0;0.0;4;4
customers_raw;credit_risk;str;188;0;0;0;0.0;3;3
customers_raw;default_payment_term;str;188;0;0;0;0.0;7;7
customers_raw;customer_since;str;188;0;0;0;0.0;175;175
departments;department_id;str;8;0;0;0;0.0;8;8
departments;department_name;str;8;0;0;0;0.0;8;8
employees;employee_id;str;10;0;0;0;0.0;10;10
employees;employee_name;str;10;0;0;0;0.0;10;10
employees;department_id;str;10;0;0;0;0.0;7;7
employees;job_title;str;10;0;0;0;0.0;8;8
employees;hire_date;str;10;0;0;0;0.0;10;10
employees;termination_date;object;10;10;0;10;100.0;1;0
fx_rates_daily;date;str;3040;0;0;0;0.0;608;608
fx_rates_daily;currency;str;3040;0;0;0;0.0;5;5
fx_rates_daily;vnd_per_currency;str;3040;0;0;0;0.0;2432;2432
inventory_daily_snapshot_raw;snapshot_date;str;19456;0;0;0;0.0;608;608
inventory_daily_snapshot_raw;warehouse_id;str;19456;0;0;0;0.0;1;1
inventory_daily_snapshot_raw;product_id;str;19456;0;0;0;0.0;32;32
inventory_daily_snapshot_raw;on_hand_qty;str;19456;0;0;0;0.0;99;99
inventory_daily_snapshot_raw;on_order_qty;str;19456;0;0;0;0.0;81;81
inventory_daily_snapshot_raw;backlog_qty;str;19456;0;0;0;0.0;69;69
inventory_daily_snapshot_raw;available_qty;str;19456;0;0;0;0.0;99;99
inventory_daily_snapshot_raw;unit_cost_vnd;str;19456;0;0;0;0.0;32;32
inventory_daily_snapshot_raw;inventory_value_vnd;str;19456;0;0;0;0.0;272;272
inventory_daily_snapshot_raw;stockout_flag;str;19456;0;0;0;0.0;2;2
inventory_daily_snapshot_raw;reorder_point_qty;str;19456;0;0;0;0.0;21;21
inventory_daily_snapshot_raw;safety_stock_qty;str;19456;0;0;0;0.0;12;12
inventory_movements_raw;inventory_move_id;str;683;0;0;0;0.0;683;683
inventory_movements_raw;movement_date;str;683;0;0;0;0.0;301;301
inventory_movements_raw;warehouse_id;str;683;0;0;0;0.0;1;1
inventory_movements_raw;product_id;str;683;0;0;0;0.0;32;32
inventory_movements_raw;movement_type;str;683;0;0;0;0.0;6;6
inventory_movements_raw;quantity_signed;str;683;0;0;0;0.0;147;147
inventory_movements_raw;unit_cost_vnd;str;683;0;0;0;0.0;446;446
inventory_movements_raw;reference_document;str;683;0;0;0;0.0;397;397
inventory_movements_raw;reference_line;str;683;41;0;41;60.029;519;518
inventory_movements_raw;batch_no;str;683;447;0;447;654.466;226;225
inventory_movements_raw;expiry_date;str;683;458;0;458;670.571;192;191
inventory_policy_history;product_id;str;38;0;0;0;0.0;32;32
inventory_policy_history;effective_from;str;38;0;0;0;0.0;2;2
inventory_policy_history;effective_to;str;38;32;0;32;842.105;2;1
inventory_policy_history;reorder_point_qty;str;38;0;0;0;0.0;21;21
inventory_policy_history;safety_stock_qty;str;38;0;0;0;0.0;12;12
inventory_policy_history;target_service_level;str;38;0;0;0;0.0;3;3
inventory_policy_history;annual_holding_rate_pct;str;38;0;0;0;0.0;1;1
invoice_lines_raw;invoice_line_id;str;330;0;0;0;0.0;330;330
invoice_lines_raw;invoice_id;str;330;0;0;0;0.0;224;224
invoice_lines_raw;sales_order_line_id;str;330;0;0;0;0.0;289;289
invoice_lines_raw;product_id;str;330;0;0;0;0.0;28;28
invoice_lines_raw;quantity_invoiced;str;330;0;0;0;0.0;83;83
invoice_lines_raw;unit_price_vnd;str;330;0;0;0;0.0;281;281
invoice_lines_raw;discount_pct;str;330;0;0;0;0.0;222;222
invoice_lines_raw;net_amount_vnd;str;330;0;0;0;0.0;327;327
invoice_lines_raw;tax_amount_vnd;str;330;0;0;0;0.0;301;301
invoice_lines_raw;line_total_vnd;str;330;0;0;0;0.0;327;327
invoices_raw;invoice_id;str;224;0;0;0;0.0;224;224
invoices_raw;sales_order_id;str;224;0;0;0;0.0;167;167
invoices_raw;customer_id;str;224;0;0;0;0.0;82;82
invoices_raw;invoice_date;str;224;0;0;0;0.0;183;183
invoices_raw;due_date;str;224;0;0;0;0.0;191;191
invoices_raw;payment_term;str;224;0;0;0;0.0;4;4
invoices_raw;invoice_amount_vnd;str;224;0;0;0;0.0;220;220
invoices_raw;payment_status;str;224;0;0;0;0.0;2;2
invoices_raw;source_system;str;224;0;0;0;0.0;3;3
leads_raw;lead_id;str;855;0;0;0;0.0;845;845
leads_raw;created_at;str;855;0;0;0;0.0;843;843
leads_raw;customer_id;str;855;29;0;29;33.918;159;158
leads_raw;company_name_raw;str;855;0;0;0;0.0;161;161
leads_raw;industry_raw;str;855;0;0;0;0.0;24;24
leads_raw;province_raw;str;855;0;0;0;0.0;20;20
leads_raw;source_channel_raw;str;855;0;0;0;0.0;27;27
leads_raw;campaign_id;str;855;0;0;0;0.0;15;15
leads_raw;product_interest_id;str;855;0;0;0;0.0;31;31
leads_raw;inquiry_type;str;855;0;0;0;0.0;6;6
leads_raw;company_size_band;str;855;0;0;0;0.0;4;4
leads_raw;pages_viewed_30d;str;855;0;0;0;0.0;10;10
leads_raw;form_completeness_pct;str;855;0;0;0;0.0;64;64
leads_raw;requested_quote_flag;str;855;0;0;0;0.0;2;2
leads_raw;requested_sample_flag;str;855;0;0;0;0.0;2;2
leads_raw;budget_status;str;855;0;245;245;28.655;4;3
leads_raw;purchase_timeline_days;str;855;0;0;0;0.0;6;6
leads_raw;assigned_sales_id;str;855;0;0;0;0.0;3;3
leads_raw;lifecycle_status_raw;str;855;0;0;0;0.0;4;4
leads_raw;lost_reason_raw;str;855;140;0;140;163.743;11;10
leads_raw;expected_value_vnd;str;855;0;0;0;0.0;781;781
leads_raw;email;str;855;73;0;73;8.538;598;597
leads_raw;phone;str;855;59;0;59;69.006;787;786
marketing_campaigns;campaign_id;str;15;0;0;0;0.0;15;15
marketing_campaigns;campaign_name;str;15;0;0;0;0.0;15;15
marketing_campaigns;channel;str;15;0;0;0;0.0;6;6
marketing_campaigns;start_date;str;15;0;0;0;0.0;10;10
marketing_campaigns;end_date;str;15;0;0;0;0.0;5;5
marketing_campaigns;objective;str;15;0;0;0;0.0;4;4
marketing_campaigns;planned_daily_budget_vnd;str;15;0;0;0;0.0;5;5
marketing_daily_raw;date;str;7686;0;0;0;0.0;690;690
marketing_daily_raw;campaign_id;str;7686;0;0;0;0.0;15;15
marketing_daily_raw;channel;str;7686;0;0;0;0.0;22;22
marketing_daily_raw;impressions;str;7686;0;0;0;0.0;1465;1465
marketing_daily_raw;clicks;str;7686;0;0;0;0.0;55;55
marketing_daily_raw;sessions;str;7686;0;0;0;0.0;48;48
marketing_daily_raw;spend_vnd;str;7686;0;0;0;0.0;546;546
marketing_daily_raw;leads_reported;str;7686;0;0;0;0.0;5;5
