table_name,column_name,row_count,real_null_count,marker_null_count,missing_count,missing_pct,marker_examples
after_sales_cases_raw,case_id,19,0,0,0,0.0,
after_sales_cases_raw,sales_order_id,19,0,0,0,0.0,
after_sales_cases_raw,customer_id,19,0,0,0,0.0,
after_sales_cases_raw,opened_date,19,0,0,0,0.0,
after_sales_cases_raw,closed_date,19,0,0,0,0.0,
after_sales_cases_raw,issue_type,19,0,0,0,0.0,
after_sales_cases_raw,severity,19,0,0,0,0.0,
after_sales_cases_raw,resolution_days,19,0,0,0,0.0,
after_sales_cases_raw,csat_score,19,0,0,0,0.0,
after_sales_cases_raw,repeat_order_within_90d_flag,19,0,0,0,0.0,
after_sales_cases_raw,case_status,19,0,0,0,0.0,
business_interventions,intervention_id,5,0,0,0,0.0,
business_interventions,effective_date,5,0,0,0,0.0,
business_interventions,project,5,0,0,0,0.0,
business_interventions,intervention_name,5,0,0,0,0.0,
business_interventions,description,5,0,0,0,0.0,
business_interventions,target_kpis,5,0,0,0,0.0,
business_interventions,measurement_note,5,0,0,0,0.0,
customers_raw,customer_id,188,0,0,0,0.0,
customers_raw,company_name,188,0,0,0,0.0,
customers_raw,tax_id,188,5,0,5,2.6596,
customers_raw,industry,188,0,0,0,0.0,
customers_raw,province,188,0,0,0,0.0,
customers_raw,customer_segment,188,0,0,0,0.0,
customers_raw,company_size_band,188,0,0,0,0.0,
customers_raw,credit_risk,188,0,0,0,0.0,
customers_raw,default_payment_term,188,0,0,0,0.0,
customers_raw,customer_since,188,0,0,0,0.0,
departments,department_id,8,0,0,0,0.0,
departments,department_name,8,0,0,0,0.0,
employees,employee_id,10,0,0,0,0.0,
employees,employee_name,10,0,0,0,0.0,
employees,department_id,10,0,0,0,0.0,
employees,job_title,10,0,0,0,0.0,
employees,hire_date,10,0,0,0,0.0,
employees,termination_date,10,10,0,10,100.0,
fx_rates_daily,date,3040,0,0,0,0.0,
fx_rates_daily,currency,3040,0,0,0,0.0,
fx_rates_daily,vnd_per_currency,3040,0,0,0,0.0,
inventory_daily_snapshot_raw,snapshot_date,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,warehouse_id,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,product_id,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,on_hand_qty,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,on_order_qty,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,backlog_qty,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,available_qty,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,unit_cost_vnd,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,inventory_value_vnd,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,stockout_flag,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,reorder_point_qty,19456,0,0,0,0.0,
inventory_daily_snapshot_raw,safety_stock_qty,19456,0,0,0,0.0,
inventory_movements_raw,inventory_move_id,683,0,0,0,0.0,
inventory_movements_raw,movement_date,683,0,0,0,0.0,
inventory_movements_raw,warehouse_id,683,0,0,0,0.0,
inventory_movements_raw,product_id,683,0,0,0,0.0,
inventory_movements_raw,movement_type,683,0,0,0,0.0,
inventory_movements_raw,quantity_signed,683,0,0,0,0.0,
inventory_movements_raw,unit_cost_vnd,683,0,0,0,0.0,
inventory_movements_raw,reference_document,683,0,0,0,0.0,
inventory_movements_raw,reference_line,683,41,0,41,6.0029,
inventory_movements_raw,batch_no,683,447,0,447,65.4466,
inventory_movements_raw,expiry_date,683,458,0,458,67.0571,
inventory_policy_history,product_id,38,0,0,0,0.0,
inventory_policy_history,effective_from,38,0,0,0,0.0,
inventory_policy_history,effective_to,38,32,0,32,84.2105,
inventory_policy_history,reorder_point_qty,38,0,0,0,0.0,
inventory_policy_history,safety_stock_qty,38,0,0,0,0.0,
inventory_policy_history,target_service_level,38,0,0,0,0.0,
inventory_policy_history,annual_holding_rate_pct,38,0,0,0,0.0,
invoice_lines_raw,invoice_line_id,330,0,0,0,0.0,
invoice_lines_raw,invoice_id,330,0,0,0,0.0,
invoice_lines_raw,sales_order_line_id,330,0,0,0,0.0,
invoice_lines_raw,product_id,330,0,0,0,0.0,
invoice_lines_raw,quantity_invoiced,330,0,0,0,0.0,
invoice_lines_raw,unit_price_vnd,330,0,0,0,0.0,
invoice_lines_raw,discount_pct,330,0,0,0,0.0,
invoice_lines_raw,net_amount_vnd,330,0,0,0,0.0,
invoice_lines_raw,tax_amount_vnd,330,0,0,0,0.0,
invoice_lines_raw,line_total_vnd,330,0,0,0,0.0,
invoices_raw,invoice_id,224,0,0,0,0.0,
invoices_raw,sales_order_id,224,0,0,0,0.0,
invoices_raw,customer_id,224,0,0,0,0.0,
invoices_raw,invoice_date,224,0,0,0,0.0,
invoices_raw,due_date,224,0,0,0,0.0,
invoices_raw,payment_term,224,0,0,0,0.0,
invoices_raw,invoice_amount_vnd,224,0,0,0,0.0,
invoices_raw,payment_status,224,0,0,0,0.0,
invoices_raw,source_system,224,0,0,0,0.0,
leads_raw,lead_id,855,0,0,0,0.0,
leads_raw,created_at,855,0,0,0,0.0,
leads_raw,customer_id,855,29,0,29,3.3918,
leads_raw,company_name_raw,855,0,0,0,0.0,
leads_raw,industry_raw,855,0,0,0,0.0,
leads_raw,province_raw,855,0,0,0,0.0,
leads_raw,source_channel_raw,855,0,0,0,0.0,
leads_raw,campaign_id,855,0,0,0,0.0,
leads_raw,product_interest_id,855,0,0,0,0.0,
leads_raw,inquiry_type,855,0,0,0,0.0,
leads_raw,company_size_band,855,0,0,0,0.0,
leads_raw,pages_viewed_30d,855,0,0,0,0.0,
leads_raw,form_completeness_pct,855,0,0,0,0.0,
leads_raw,requested_quote_flag,855,0,0,0,0.0,
leads_raw,requested_sample_flag,855,0,0,0,0.0,
leads_raw,budget_status,855,0,0,0,0.0,
leads_raw,purchase_timeline_days,855,0,0,0,0.0,
leads_raw,assigned_sales_id,855,0,0,0,0.0,
leads_raw,lifecycle_status_raw,855,0,0,0,0.0,
leads_raw,lost_reason_raw,855,140,0,140,16.3743,
leads_raw,expected_value_vnd,855,0,0,0,0.0,
leads_raw,email,855,73,0,73,8.538,
leads_raw,phone,855,59,0,59,6.9006,
marketing_campaigns,campaign_id,15,0,0,0,0.0,
marketing_campaigns,campaign_name,15,0,0,0,0.0,
marketing_campaigns,channel,15,0,0,0,0.0,
marketing_campaigns,start_date,15,0,0,0,0.0,
marketing_campaigns,end_date,15,0,0,0,0.0,
marketing_campaigns,objective,15,0,0,0,0.0,
marketing_campaigns,planned_daily_budget_vnd,15,0,0,0,0.0,
marketing_daily_raw,date,7686,0,0,0,0.0,
marketing_daily_raw,campaign_id,7686,0,0,0,0.0,
marketing_daily_raw,channel,7686,0,0,0,0.0,
marketing_daily_raw,impressions,7686,0,0,0,0.0,
marketing_daily_raw,clicks,7686,0,0,0,0.0,
marketing_daily_raw,sessions,7686,0,0,0,0.0,
marketing_daily_raw,spend_vnd,7686,0,0,0,0.0,
marketing_daily_raw,leads_reported,7686,0,0,0,0.0,
marketing_daily_raw,source_platform,7686,0,0,0,0.0,
payments_raw,payment_id,234,0,0,0,0.0,
payments_raw,invoice_id,234,0,0,0,0.0,
payments_raw,customer_id,234,0,0,0,0.0,
payments_raw,payment_date,234,0,0,0,0.0,
payments_raw,paid_amount_vnd,234,0,0,0,0.0,
payments_raw,payment_method,234,0,0,0,0.0,
payments_raw,payment_stage,234,0,0,0,0.0,
process_events_raw,process_event_id,4790,0,0,0,0.0,
process_events_raw,case_type,4790,0,0,0,0.0,
process_events_raw,case_id,4790,0,0,0,0.0,
process_events_raw,event_timestamp,4790,0,0,0,0.0,
process_events_raw,department,4790,0,0,0,0.0,
process_events_raw,event_stage,4790,0,0,0,0.0,
process_events_raw,event_description,4790,0,0,0,0.0,
process_events_raw,duration_from_previous_hours,4790,1256,0,1256,26.2213,
product_supplier_map_raw,map_id,222,0,0,0,0.0,
product_supplier_map_raw,product_id,222,0,0,0,0.0,
product_supplier_map_raw,supplier_id,222,0,0,0,0.0,
product_supplier_map_raw,supplier_role,222,0,0,0,0.0,
product_supplier_map_raw,effective_from,222,0,0,0,0.0,
product_supplier_map_raw,effective_to,222,222,0,222,100.0,
product_supplier_map_raw,currency,222,0,0,0,0.0,
product_supplier_map_raw,unit_cost_local,222,0,0,0,0.0,
product_supplier_map_raw,moq_qty,222,0,0,0,0.0,
product_supplier_map_raw,contract_lead_time_days,222,0,0,0,0.0,
product_supplier_map_raw,expected_defect_rate,222,0,0,0,0.0,
product_supplier_map_raw,freight_mode,222,0,0,0,0.0,
products_raw,product_id,32,0,0,0,0.0,
products_raw,sku,32,0,0,0,0.0,
products_raw,product_name,32,0,0,0,0.0,
products_raw,product_category,32,0,0,0,0.0,
products_raw,product_family,32,0,0,0,0.0,
products_raw,brand,32,0,0,0,0.0,
products_raw,source_country,32,0,0,0,0.0,
products_raw,standard_cost_vnd,32,0,0,0,0.0,
products_raw,list_price_vnd,32,0,0,0,0.0,
products_raw,shelf_life_days,32,16,0,16,50.0,
products_raw,criticality,32,0,0,0,0.0,
products_raw,base_reorder_point_qty,32,0,0,0,0.0,
products_raw,base_safety_stock_qty,32,0,0,0,0.0,
products_raw,popularity_rank,32,0,0,0,0.0,
purchase_order_lines_raw,purchase_order_line_id,234,0,0,0,0.0,
purchase_order_lines_raw,purchase_order_id,234,0,0,0,0.0,
purchase_order_lines_raw,product_id,234,0,0,0,0.0,
purchase_order_lines_raw,quantity_ordered,234,0,0,0,0.0,
purchase_order_lines_raw,unit_price_local,234,0,0,0,0.0,
purchase_order_lines_raw,currency,234,0,0,0,0.0,
purchase_order_lines_raw,fx_rate_to_vnd,234,0,0,0,0.0,
purchase_order_lines_raw,merchandise_value_vnd,234,0,0,0,0.0,
purchase_order_lines_raw,freight_cost_vnd,234,0,0,0,0.0,
purchase_order_lines_raw,customs_cost_vnd,234,0,0,0,0.0,
purchase_order_lines_raw,expedite_cost_vnd,234,0,0,0,0.0,
purchase_order_lines_raw,supplier_role,234,0,0,0,0.0,
purchase_order_lines_raw,contract_lead_time_days,234,0,0,0,0.0,
purchase_orders_raw,purchase_order_id,234,0,0,0,0.0,
purchase_orders_raw,po_date,234,0,0,0,0.0,
purchase_orders_raw,supplier_id,234,0,0,0,0.0,
purchase_orders_raw,buyer_id,234,0,0,0,0.0,
purchase_orders_raw,expected_receipt_date,234,0,0,0,0.0,
purchase_orders_raw,actual_receipt_date,234,9,0,9,3.8462,
purchase_orders_raw,currency,234,0,0,0,0.0,
purchase_orders_raw,fx_rate_to_vnd,234,0,0,0,0.0,
purchase_orders_raw,payment_term,234,0,0,0,0.0,
purchase_orders_raw,incoterm,234,0,0,0,0.0,
purchase_orders_raw,po_status,234,0,0,0,0.0,
qa_events_raw,qa_event_id,22,0,0,0,0.0,
qa_events_raw,event_date,22,0,0,0,0.0,
qa_events_raw,purchase_order_id,22,0,0,0,0.0,
qa_events_raw,purchase_order_line_id,22,0,0,0,0.0,
qa_events_raw,product_id,22,0,0,0,0.0,
qa_events_raw,supplier_id,22,0,0,0,0.0,
qa_events_raw,qa_type,22,0,0,0,0.0,
qa_events_raw,severity,22,0,0,0,0.0,
qa_events_raw,defect_qty,22,0,0,0,0.0,
qa_events_raw,estimated_quality_cost_vnd,22,0,0,0,0.0,
qa_events_raw,disposition,22,0,0,0,0.0,
quotation_lines_raw,quotation_line_id,919,0,0,0,0.0,
quotation_lines_raw,quotation_id,919,0,0,0,0.0,
quotation_lines_raw,product_id,919,0,0,0,0.0,
quotation_lines_raw,quantity,919,0,0,0,0.0,
quotation_lines_raw,unit_price_local,919,0,0,0,0.0,
quotation_lines_raw,currency,919,0,0,0,0.0,
quotation_lines_raw,discount_pct,919,0,0,0,0.0,
quotation_lines_raw,line_net_vnd,919,0,0,0,0.0,
quotations_raw,quotation_id,488,0,0,0,0.0,
quotations_raw,lead_id,488,0,0,0,0.0,
quotations_raw,customer_id,488,16,0,16,3.2787,
quotations_raw,quote_date_raw,488,0,0,0,0.0,
quotations_raw,version_no,488,0,0,0,0.0,
quotations_raw,quote_date_clean_reference,488,0,0,0,0.0,
quotations_raw,valid_until,488,0,0,0,0.0,
quotations_raw,salesperson_id,488,0,0,0,0.0,
quotations_raw,currency,488,0,0,0,0.0,
quotations_raw,fx_rate_to_vnd,488,0,0,0,0.0,
quotations_raw,quotation_status,488,0,0,0,0.0,
quotations_raw,header_total_vnd,488,0,0,0,0.0,
sales_activities_raw,activity_id,2188,0,0,0,0.0,
sales_activities_raw,lead_id,2188,0,0,0,0.0,
sales_activities_raw,employee_id,2188,0,0,0,0.0,
sales_activities_raw,activity_datetime,2188,0,0,0,0.0,
sales_activities_raw,activity_type_raw,2188,0,0,0,0.0,
sales_activities_raw,outcome_raw,2188,54,0,54,2.468,
sales_activities_raw,next_followup_date,2188,182,0,182,8.3181,
sales_activities_raw,data_entry_source,2188,0,0,0,0.0,
sales_order_lines_raw,sales_order_line_id,307,0,0,0,0.0,
sales_order_lines_raw,sales_order_id,307,0,0,0,0.0,
sales_order_lines_raw,product_id,307,0,0,0,0.0,
sales_order_lines_raw,quantity_ordered,307,0,0,0,0.0,
sales_order_lines_raw,unit_price_vnd,307,0,0,0,0.0,
sales_order_lines_raw,unit_cost_vnd,307,0,0,0,0.0,
sales_order_lines_raw,discount_pct,307,0,0,0,0.0,
sales_order_lines_raw,promised_delivery_date,307,0,0,0,0.0,
sales_order_lines_raw,line_status,307,0,0,0,0.0,
sales_order_lines_raw,quantity_shipped_to_date,307,0,0,0,0.0,
sales_orders_raw,sales_order_id,179,0,0,0,0.0,
sales_orders_raw,quotation_id,179,9,0,9,5.0279,
sales_orders_raw,lead_id,179,35,0,35,19.5531,
sales_orders_raw,customer_id,179,0,0,0,0.0,
sales_orders_raw,order_date_raw,179,0,0,0,0.0,
sales_orders_raw,requested_delivery_date,179,0,0,0,0.0,
sales_orders_raw,salesperson_id,179,0,0,0,0.0,
sales_orders_raw,payment_term,179,0,0,0,0.0,
sales_orders_raw,order_status,179,0,0,0,0.0,
sales_orders_raw,order_type,179,0,0,0,0.0,
sales_orders_raw,currency,179,0,0,0,0.0,
sales_orders_raw,fx_rate_to_vnd,179,0,0,0,0.0,
shipment_lines_raw,shipment_line_id,406,0,0,0,0.0,
shipment_lines_raw,shipment_id,406,0,0,0,0.0,
shipment_lines_raw,sales_order_line_id,406,0,0,0,0.0,
shipment_lines_raw,product_id,406,0,0,0,0.0,
shipment_lines_raw,quantity_shipped,406,0,0,0,0.0,
shipments_raw,shipment_id,348,0,0,0,0.0,
shipments_raw,sales_order_id,348,0,0,0,0.0,
shipments_raw,ship_date,348,0,0,0,0.0,
shipments_raw,actual_delivery_date,348,0,0,0,0.0,
shipments_raw,shipping_method_raw,348,0,0,0,0.0,
shipments_raw,warehouse_id,348,0,0,0,0.0,
shipments_raw,freight_cost_vnd,348,0,0,0,0.0,
shipments_raw,shipment_status,348,0,0,0,0.0,
shipments_raw,partial_shipment_flag,348,0,0,0,0.0,
shipments_raw,tracking_no,348,0,0,0,0.0,
supplier_invoices_raw,supplier_invoice_id,225,0,0,0,0.0,
supplier_invoices_raw,purchase_order_id,225,0,0,0,0.0,
supplier_invoices_raw,supplier_id,225,0,0,0,0.0,
supplier_invoices_raw,invoice_date,225,0,0,0,0.0,
supplier_invoices_raw,due_date,225,0,0,0,0.0,
supplier_invoices_raw,invoice_amount_vnd,225,0,0,0,0.0,
supplier_invoices_raw,payment_status,225,0,0,0,0.0,
supplier_payments_raw,supplier_payment_id,225,0,0,0,0.0,
supplier_payments_raw,supplier_invoice_id,225,0,0,0,0.0,
supplier_payments_raw,supplier_id,225,0,0,0,0.0,
supplier_payments_raw,payment_date,225,0,0,0,0.0,
supplier_payments_raw,paid_amount_vnd,225,0,0,0,0.0,
supplier_payments_raw,payment_method,225,0,0,0,0.0,
suppliers_raw,supplier_id,18,0,0,0,0.0,
suppliers_raw,supplier_name,18,0,0,0,0.0,
suppliers_raw,country,18,0,0,0,0.0,
suppliers_raw,currency,18,0,0,0,0.0,
